id,customer_id,product_id,status,purchase_date,estimated_delivery_date,delivered_date
1889,1536,404,shipped,2024-02-22,2024-02-29,
1890,676,665,cancelled,2024-10-29,2024-11-08,
1891,1137,66,delivered,2025-06-05,2025-06-19,2025-06-19
1892,187,649,processing,2025-05-25,2025-05-30,
1893,807,604,cancelled,2024-06-28,2024-07-12,
1894,744,437,cancelled,2025-02-25,2025-03-06,
1895,1251,829,processing,2024-01-28,2024-02-07,
1896,1334,934,shipped,2024-08-29,2024-09-07,
1897,98,259,shipped,2024-03-15,2024-03-19,
1898,55,980,shipped,2024-09-15,2024-09-25,
1899,623,966,shipped,2025-03-02,2025-03-10,
1900,664,103,processing,2024-03-08,2024-03-20,
1901,758,993,delivered,2024-12-18,2024-12-23,2024-12-20
1902,406,567,cancelled,2023-11-22,2023-11-28,
1903,69,769,cancelled,2025-05-25,2025-06-03,
1904,1336,101,shipped,2023-10-01,2023-10-06,
1905,1313,198,processing,2024-02-29,2024-03-03,
1906,1786,813,delivered,2025-02-21,2025-03-01,2025-03-03
1907,1572,226,delivered,2024-10-28,2024-11-02,2024-11-16
1908,751,943,cancelled,2024-09-11,2024-09-24,
1909,1172,463,shipped,2025-06-01,2025-06-13,
1910,1491,237,cancelled,2023-12-19,2023-12-27,
1911,1763,26,cancelled,2024-12-26,2025-01-07,
1912,1268,121,delivered,2024-09-27,2024-10-11,2024-10-02
1913,1515,910,processing,2024-10-10,2024-10-15,
1914,1873,506,delivered,2023-12-26,2024-01-03,2024-01-11
1915,958,182,cancelled,2025-03-17,2025-03-30,
1916,1531,711,shipped,2025-03-22,2025-03-28,
1917,365,814,shipped,2024-01-04,2024-01-10,
1918,482,767,processing,2024-07-08,2024-07-20,
1919,201,634,processing,2024-09-04,2024-09-16,
1920,154,543,processing,2024-06-23,2024-07-06,
1921,1474,984,cancelled,2025-05-16,2025-05-20,
1922,1525,315,cancelled,2023-07-10,2023-07-16,
1923,73,991,processing,2024-02-23,2024-03-07,
1924,713,797,shipped,2024-07-25,2024-08-08,
1925,296,618,shipped,2025-05-09,2025-05-15,
1926,1041,736,shipped,2023-09-07,2023-09-20,
1927,1665,273,cancelled,2024-04-18,2024-04-27,
1928,1241,910,delivered,2025-01-27,2025-02-03,2025-02-09
1929,61,232,shipped,2023-10-18,2023-10-28,
1930,939,420,shipped,2024-10-21,2024-10-30,
1931,1640,768,shipped,2024-02-29,2024-03-12,
1932,42,442,processing,2023-08-27,2023-09-07,
1933,25,496,cancelled,2024-08-09,2024-08-19,
1934,1063,24,processing,2024-07-10,2024-07-21,
1935,1827,109,processing,2024-06-18,2024-06-21,
1936,131,703,delivered,2024-10-05,2024-10-17,2024-10-15
1937,1522,502,processing,2025-05-24,2025-06-07,
1938,1253,859,delivered,2025-05-16,2025-05-21,2025-06-05
1939,108,25,processing,2025-01-10,2025-01-17,
1940,172,187,shipped,2024-01-17,2024-01-28,
1941,1459,288,cancelled,2023-08-15,2023-08-25,
1942,1502,628,processing,2024-06-08,2024-06-20,
1943,102,338,delivered,2024-04-22,2024-05-01,2024-05-06
1944,866,878,cancelled,2025-02-17,2025-02-21,
1945,524,914,delivered,2023-11-22,2023-12-05,2023-12-05
1946,275,37,shipped,2025-02-28,2025-03-08,
1947,1637,794,processing,2025-02-12,2025-02-18,
1948,1068,137,cancelled,2024-01-25,2024-02-01,
1949,1979,508,shipped,2024-12-28,2025-01-04,
1950,817,227,processing,2023-10-14,2023-10-20,
1951,957,320,processing,2024-04-02,2024-04-08,
1952,1041,840,delivered,2025-04-13,2025-04-19,2025-04-18
1953,330,916,delivered,2025-02-18,2025-03-03,2025-02-27
1954,1593,182,shipped,2023-08-09,2023-08-13,
1955,1847,874,delivered,2024-06-26,2024-06-29,2024-07-13
1956,1521,86,shipped,2024-01-02,2024-01-16,
1957,1839,467,shipped,2023-12-15,2023-12-19,
1958,12,926,shipped,2024-10-28,2024-11-06,
1959,1342,53,delivered,2023-06-27,2023-07-11,2023-06-29
1960,1616,860,cancelled,2024-03-05,2024-03-08,
1961,216,867,shipped,2024-03-27,2024-04-04,
1962,339,235,cancelled,2025-03-26,2025-04-01,
1963,1800,959,processing,2024-10-19,2024-10-23,
1964,661,779,delivered,2024-07-03,2024-07-08,2024-07-22
1965,1105,799,delivered,2024-09-03,2024-09-12,2024-09-15
1966,1751,433,cancelled,2023-10-16,2023-10-24,
1967,1509,496,processing,2025-02-22,2025-03-02,
1968,374,999,processing,2024-01-22,2024-02-01,
1969,976,100,shipped,2024-02-28,2024-03-09,
1970,710,990,delivered,2024-07-05,2024-07-13,2024-07-14
1971,1224,599,processing,2024-02-24,2024-02-27,
1972,1561,403,processing,2024-10-06,2024-10-18,
1973,466,396,shipped,2025-05-11,2025-05-20,
1974,1113,527,shipped,2024-08-14,2024-08-24,
1975,1292,415,cancelled,2023-11-27,2023-12-04,
1976,1679,939,delivered,2025-03-26,2025-04-08,2025-03-30
1977,1595,613,processing,2025-03-15,2025-03-21,
1978,1946,677,cancelled,2024-11-07,2024-11-16,
1979,489,463,delivered,2023-11-18,2023-12-02,2023-12-04
1980,1901,541,cancelled,2025-06-11,2025-06-25,
1981,1562,626,delivered,2024-10-01,2024-10-14,2024-10-12
1982,47,619,delivered,2024-10-06,2024-10-14,2024-10-21
1983,1312,922,processing,2023-09-26,2023-10-10,
1984,778,364,delivered,2024-02-09,2024-02-17,2024-02-14
1985,1040,130,shipped,2025-01-14,2025-01-19,
1986,711,84,processing,2023-08-11,2023-08-24,
1987,401,271,shipped,2025-01-16,2025-01-28,
1988,1943,244,cancelled,2025-05-12,2025-05-18,
1989,1818,388,cancelled,2023-11-23,2023-11-30,
1990,981,214,delivered,2024-08-04,2024-08-15,2024-08-10
1991,1110,818,delivered,2025-03-06,2025-03-16,2025-03-09
1992,250,166,shipped,2024-07-20,2024-07-25,
1993,391,791,shipped,2024-01-30,2024-02-07,
1994,1806,59,shipped,2024-01-03,2024-01-15,
1995,335,602,cancelled,2025-02-28,2025-03-03,
1996,629,883,shipped,2024-04-12,2024-04-17,
1997,1543,843,processing,2024-05-18,2024-05-30,
1998,137,924,processing,2024-12-20,2025-01-03,
1999,883,504,cancelled,2025-03-21,2025-03-30,
2000,688,706,shipped,2025-04-17,2025-04-26,
2001,1864,123,shipped,2023-07-03,2023-07-07,
2002,1522,648,delivered,2024-02-11,2024-02-16,2024-02-14
2003,827,413,processing,2024-01-13,2024-01-22,
2004,727,139,cancelled,2023-11-30,2023-12-14,
2005,1501,229,shipped,2023-10-14,2023-10-22,
2006,594,274,delivered,2024-02-09,2024-02-18,2024-02-20
2007,1247,439,cancelled,2023-07-14,2023-07-26,
2008,990,562,cancelled,2023-07-17,2023-07-28,
2009,372,910,processing,2024-11-12,2024-11-22,
2010,935,118,shipped,2024-11-06,2024-11-14,
2011,995,714,cancelled,2025-02-06,2025-02-20,
2012,402,995,delivered,2024-05-17,2024-05-23,2024-06-03
2013,1467,905,delivered,2023-08-25,2023-09-06,2023-08-30
2014,1514,483,cancelled,2024-04-06,2024-04-17,
2015,615,395,delivered,2024-06-20,2024-06-29,2024-06-25
2016,1297,703,cancelled,2025-02-16,2025-02-23,
2017,1550,876,delivered,2025-05-31,2025-06-04,2025-06-09
2018,1183,460,cancelled,2023-10-17,2023-10-28,
2019,1176,835,cancelled,2024-06-05,2024-06-14,
2020,995,693,cancelled,2024-10-23,2024-11-03,
2021,620,935,delivered,2024-04-16,2024-04-29,2024-05-05
2022,188,78,cancelled,2024-08-29,2024-09-09,
2023,1837,952,processing,2023-10-24,2023-11-05,
2024,1122,412,cancelled,2024-09-28,2024-10-05,
2025,131,75,shipped,2024-06-03,2024-06-12,
2026,805,295,shipped,2025-02-03,2025-02-10,
2027,1195,793,processing,2024-02-23,2024-02-28,
2028,936,21,cancelled,2023-09-16,2023-09-28,
2029,986,906,shipped,2025-06-21,2025-07-01,
2030,183,171,cancelled,2024-01-23,2024-02-02,
2031,983,15,shipped,2024-06-13,2024-06-24,
2032,364,211,delivered,2024-01-25,2024-02-07,2024-01-31
2033,39,560,delivered,2023-11-25,2023-12-09,2023-12-09
2034,1551,86,processing,2024-12-24,2025-01-01,
2035,1912,149,processing,2024-10-08,2024-10-12,
2036,497,700,cancelled,2024-06-11,2024-06-16,
2037,1540,372,processing,2024-02-01,2024-02-14,
2038,1373,480,cancelled,2023-10-29,2023-11-12,
2039,982,818,delivered,2024-09-22,2024-10-04,2024-10-08
2040,921,151,delivered,2023-10-02,2023-10-15,2023-10-15
2041,1421,141,shipped,2024-03-01,2024-03-09,
2042,722,69,cancelled,2023-07-08,2023-07-11,
2043,1185,260,delivered,2023-09-29,2023-10-03,2023-10-18
2044,16,988,delivered,2023-08-04,2023-08-14,2023-08-19
2045,493,846,cancelled,2025-04-28,2025-05-11,
2046,1450,968,shipped,2024-03-04,2024-03-14,
2047,1132,521,shipped,2024-08-27,2024-09-04,
2048,894,633,shipped,2024-06-29,2024-07-04,
2049,1474,371,shipped,2024-04-06,2024-04-10,
2050,311,419,delivered,2023-10-13,2023-10-21,2023-11-02
2051,739,101,cancelled,2024-02-24,2024-02-27,
2052,1194,661,cancelled,2025-04-01,2025-04-13,
2053,546,954,delivered,2025-01-04,2025-01-12,2025-01-10
2054,414,658,delivered,2024-04-11,2024-04-22,2024-04-26
2055,251,865,delivered,2024-08-25,2024-09-03,2024-08-30
2056,759,968,processing,2023-07-14,2023-07-25,
2057,1805,243,cancelled,2024-10-25,2024-10-29,
2058,1165,753,cancelled,2024-05-27,2024-06-09,
2059,1298,512,cancelled,2024-11-08,2024-11-15,
2060,1440,849,shipped,2024-03-02,2024-03-13,
2061,1632,555,delivered,2024-04-27,2024-05-06,2024-05-14
2062,1763,95,delivered,2023-11-10,2023-11-21,2023-11-25
2063,1915,226,delivered,2024-03-04,2024-03-17,2024-03-14
2064,1063,518,processing,2024-10-13,2024-10-21,
2065,814,214,cancelled,2025-04-04,2025-04-13,
2066,29,718,delivered,2025-02-04,2025-02-16,2025-02-07
2067,958,67,processing,2023-07-21,2023-07-28,
2068,477,396,delivered,2024-11-05,2024-11-13,2024-11-18
2069,318,612,shipped,2024-01-30,2024-02-02,
2070,245,12,cancelled,2024-03-02,2024-03-05,
2071,748,237,processing,2024-09-06,2024-09-10,
2072,697,834,delivered,2025-02-01,2025-02-14,2025-02-09
2073,272,770,cancelled,2024-09-08,2024-09-14,
2074,1464,399,processing,2023-07-25,2023-08-07,
2075,1772,407,cancelled,2025-05-11,2025-05-22,
2076,1263,925,cancelled,2024-07-26,2024-08-04,
2077,377,849,shipped,2023-08-07,2023-08-15,
2078,266,480,cancelled,2025-01-06,2025-01-09,
2079,926,647,processing,2025-01-02,2025-01-09,
2080,921,222,cancelled,2024-12-30,2025-01-12,
2081,1383,156,processing,2023-10-05,2023-10-19,
2082,340,654,cancelled,2024-07-14,2024-07-20,
2083,389,428,delivered,2023-08-13,2023-08-20,2023-08-29
2084,577,158,shipped,2025-06-13,2025-06-26,
2085,1713,977,delivered,2023-08-16,2023-08-27,2023-09-01
2086,3,416,shipped,2023-10-11,2023-10-25,
2087,1453,326,processing,2023-10-20,2023-10-25,
2088,1166,371,shipped,2023-09-12,2023-09-18,
2089,376,344,cancelled,2024-08-04,2024-08-14,
2090,1694,262,cancelled,2023-10-29,2023-11-03,
2091,324,283,delivered,2024-12-30,2025-01-04,2025-01-08
2092,146,850,shipped,2023-12-24,2024-01-04,
2093,1982,856,processing,2023-09-04,2023-09-11,
2094,293,229,processing,2025-01-31,2025-02-12,
2095,1689,888,cancelled,2024-03-30,2024-04-02,
2096,432,280,processing,2024-03-28,2024-04-06,
2097,705,870,cancelled,2024-03-13,2024-03-22,
2098,949,290,cancelled,2023-08-27,2023-09-04,
2099,1999,680,cancelled,2024-05-10,2024-05-18,
2100,585,47,delivered,2024-03-17,2024-03-22,2024-03-30
2101,399,975,delivered,2025-01-28,2025-02-02,2025-02-02
2102,817,715,cancelled,2023-08-18,2023-08-30,
2103,1913,214,cancelled,2024-07-11,2024-07-24,
2104,1368,758,cancelled,2024-05-01,2024-05-12,
2105,964,24,processing,2024-08-21,2024-08-24,
2106,1164,321,cancelled,2023-08-12,2023-08-21,
2107,187,274,cancelled,2024-08-05,2024-08-19,
2108,1829,556,shipped,2024-05-13,2024-05-26,
2109,61,844,shipped,2024-11-04,2024-11-16,
2110,939,313,shipped,2025-02-27,2025-03-08,
2111,1404,363,shipped,2024-04-27,2024-05-07,
2112,710,668,cancelled,2024-12-15,2024-12-23,
2113,807,1000,shipped,2023-10-23,2023-11-02,
2114,1464,380,processing,2024-08-23,2024-08-26,
2115,1343,711,processing,2025-03-25,2025-03-28,
2116,1326,919,shipped,2023-09-02,2023-09-13,
2117,1368,981,delivered,2025-03-18,2025-04-01,2025-03-31
2118,11,674,processing,2023-12-02,2023-12-08,
2119,1086,907,processing,2024-06-07,2024-06-12,
2120,1869,470,shipped,2023-10-26,2023-11-03,
2121,226,746,shipped,2023-09-22,2023-10-04,
2122,1177,675,cancelled,2025-02-06,2025-02-20,
2123,1735,116,processing,2025-06-01,2025-06-15,
2124,564,605,shipped,2025-04-29,2025-05-10,
2125,772,42,shipped,2024-01-13,2024-01-25,
2126,1595,796,cancelled,2023-12-18,2023-12-31,
2127,1608,379,processing,2023-12-27,2024-01-02,
2128,1684,722,shipped,2023-08-07,2023-08-18,
2129,1885,206,cancelled,2024-11-06,2024-11-13,
2130,1599,466,shipped,2024-12-06,2024-12-15,
2131,1334,732,delivered,2024-08-31,2024-09-05,2024-09-19
2132,885,280,delivered,2023-07-13,2023-07-18,2023-07-26
2133,1267,648,shipped,2023-08-04,2023-08-18,
2134,1517,618,processing,2024-11-05,2024-11-10,
2135,1390,118,delivered,2025-04-09,2025-04-19,2025-04-12
2136,1354,237,cancelled,2024-12-17,2024-12-25,
2137,1131,309,shipped,2023-12-17,2023-12-28,
2138,226,456,cancelled,2024-06-30,2024-07-11,
2139,825,900,delivered,2023-07-27,2023-08-06,2023-08-10
2140,218,475,processing,2023-07-27,2023-07-30,
2141,937,100,cancelled,2023-12-12,2023-12-20,
2142,753,261,delivered,2025-02-03,2025-02-09,2025-02-13
2143,506,993,delivered,2023-12-22,2023-12-28,2023-12-30
2144,259,305,delivered,2023-10-21,2023-10-26,2023-10-26
2145,1912,354,cancelled,2025-05-01,2025-05-15,
2146,1798,286,delivered,2023-10-09,2023-10-20,2023-10-25
2147,1541,328,shipped,2024-07-17,2024-07-21,
2148,1797,103,delivered,2024-02-28,2024-03-02,2024-03-03
2149,54,63,shipped,2024-03-01,2024-03-13,
2150,1071,687,processing,2024-04-20,2024-04-25,
2151,727,282,shipped,2025-02-01,2025-02-07,
2152,689,441,processing,2024-10-29,2024-11-04,
2153,1545,293,processing,2024-11-26,2024-12-04,
2154,1123,738,shipped,2024-04-27,2024-04-30,
2155,1044,7,processing,2023-07-09,2023-07-12,
2156,1914,639,shipped,2024-07-25,2024-07-29,
2157,1777,936,cancelled,2025-02-08,2025-02-14,
2158,1597,92,processing,2024-02-04,2024-02-13,
2159,1915,935,shipped,2024-07-11,2024-07-19,
2160,1514,190,processing,2023-07-13,2023-07-26,
2161,419,871,delivered,2024-11-26,2024-12-07,2024-12-04
2162,690,476,shipped,2024-12-31,2025-01-09,
2163,850,511,delivered,2024-12-17,2024-12-31,2024-12-19
2164,62,462,processing,2024-05-12,2024-05-19,
2165,1169,53,processing,2024-08-25,2024-09-02,
2166,216,754,cancelled,2023-08-16,2023-08-28,
2167,3,486,shipped,2023-07-26,2023-08-06,
2168,160,644,delivered,2023-11-27,2023-11-30,2023-11-30
2169,1763,490,cancelled,2024-09-25,2024-10-08,
2170,781,978,processing,2023-07-22,2023-08-02,
2171,1144,364,processing,2023-12-04,2023-12-12,
2172,893,112,cancelled,2023-12-20,2024-01-03,
2173,1113,409,delivered,2024-09-19,2024-09-25,2024-10-01
2174,329,7,processing,2024-07-10,2024-07-24,
2175,580,742,processing,2023-06-30,2023-07-07,
2176,1934,668,shipped,2024-03-22,2024-03-25,
2177,1381,197,cancelled,2024-12-21,2024-12-30,
2178,1634,835,processing,2023-08-26,2023-09-05,
2179,1291,876,delivered,2024-09-18,2024-10-01,2024-09-27
2180,1641,735,shipped,2025-05-09,2025-05-16,
2181,952,367,cancelled,2024-04-05,2024-04-09,
2182,1347,250,delivered,2024-07-24,2024-08-03,2024-07-30
2183,635,916,processing,2025-05-22,2025-06-03,
2184,988,595,cancelled,2025-03-29,2025-04-07,
2185,1565,240,cancelled,2023-10-30,2023-11-11,
2186,1673,380,delivered,2024-04-28,2024-05-09,2024-05-18
2187,1219,907,cancelled,2023-12-07,2023-12-13,
2188,921,872,delivered,2023-10-21,2023-11-03,2023-10-29
2189,738,835,processing,2024-08-14,2024-08-25,
2190,1356,471,shipped,2023-06-30,2023-07-06,
2191,170,775,delivered,2025-06-04,2025-06-09,2025-06-08
2192,521,919,shipped,2024-10-24,2024-11-06,
2193,1487,701,cancelled,2025-01-23,2025-01-28,
2194,40,455,delivered,2024-10-20,2024-11-01,2024-11-08
2195,1561,366,processing,2024-01-29,2024-02-02,
2196,1285,290,delivered,2024-01-17,2024-01-29,2024-01-25
2197,1419,874,delivered,2024-08-30,2024-09-04,2024-09-19
2198,955,403,delivered,2024-04-10,2024-04-20,2024-04-18
2199,1250,58,shipped,2024-07-25,2024-08-07,
2200,984,521,shipped,2024-04-21,2024-05-01,
2201,1148,304,cancelled,2023-10-27,2023-10-31,
2202,975,115,cancelled,2025-04-03,2025-04-16,
2203,38,210,cancelled,2023-11-28,2023-12-02,
2204,328,41,cancelled,2025-01-30,2025-02-03,
2205,1275,816,delivered,2024-10-08,2024-10-20,2024-10-17
2206,1925,173,shipped,2024-01-10,2024-01-19,
2207,1200,234,shipped,2024-03-10,2024-03-18,
2208,1626,793,shipped,2023-11-24,2023-12-08,
2209,914,884,shipped,2024-03-05,2024-03-18,
2210,454,590,cancelled,2025-05-22,2025-05-25,
2211,37,620,delivered,2024-01-13,2024-01-17,2024-01-25
2212,1340,793,shipped,2024-04-24,2024-04-27,
2213,1712,403,processing,2023-09-25,2023-10-09,
2214,973,39,delivered,2024-11-11,2024-11-24,2024-11-17
2215,796,119,processing,2024-02-01,2024-02-10,
2216,1989,335,delivered,2024-06-09,2024-06-17,2024-06-11
2217,973,336,delivered,2023-07-17,2023-07-21,2023-07-27
2218,593,539,delivered,2024-06-05,2024-06-09,2024-06-11
2219,1138,616,processing,2024-10-05,2024-10-09,
2220,1064,74,shipped,2024-11-11,2024-11-21,
2221,1325,191,shipped,2024-11-27,2024-12-06,
2222,224,324,processing,2024-07-26,2024-07-29,
2223,318,147,shipped,2025-02-12,2025-02-18,
2224,349,767,cancelled,2024-05-05,2024-05-18,
2225,115,284,shipped,2023-11-30,2023-12-06,
2226,698,213,cancelled,2023-11-15,2023-11-24,
2227,1347,635,cancelled,2023-09-20,2023-09-24,
2228,1592,718,cancelled,2023-07-27,2023-08-02,
2229,1064,929,processing,2024-04-20,2024-04-23,
2230,1890,752,shipped,2025-03-10,2025-03-23,
2231,40,394,shipped,2023-09-15,2023-09-28,
2232,1883,339,processing,2025-01-21,2025-01-27,
2233,1997,798,processing,2025-06-18,2025-07-01,
2234,1773,22,shipped,2025-05-04,2025-05-07,
2235,1313,771,processing,2023-12-01,2023-12-05,
2236,1286,869,processing,2023-11-27,2023-12-01,
2237,216,105,cancelled,2025-02-04,2025-02-18,
2238,1171,466,processing,2024-09-09,2024-09-21,
2239,336,459,cancelled,2025-01-16,2025-01-30,
2240,1192,432,delivered,2025-01-25,2025-01-30,2025-01-31
2241,92,770,cancelled,2024-02-11,2024-02-21,
2242,353,716,cancelled,2025-04-01,2025-04-14,
2243,571,822,processing,2024-12-11,2024-12-19,
2244,1595,774,shipped,2024-11-29,2024-12-07,
2245,816,619,delivered,2023-12-08,2023-12-19,2023-12-27
2246,1705,763,delivered,2025-05-13,2025-05-23,2025-05-23
2247,781,936,delivered,2024-09-27,2024-10-01,2024-10-04
2248,363,221,shipped,2025-03-21,2025-03-29,
2249,557,379,delivered,2024-02-15,2024-02-18,2024-02-20
2250,1369,222,delivered,2024-03-31,2024-04-11,2024-04-02
2251,1717,258,shipped,2024-06-19,2024-06-25,
2252,1194,713,delivered,2023-08-06,2023-08-12,2023-08-12
2253,356,367,processing,2024-11-09,2024-11-20,
2254,191,770,processing,2024-10-23,2024-10-28,
2255,1691,349,cancelled,2023-12-20,2023-12-27,
2256,422,225,cancelled,2024-09-07,2024-09-10,
2257,700,714,cancelled,2025-05-16,2025-05-24,
2258,7,738,processing,2025-05-11,2025-05-16,
2259,133,236,processing,2025-04-10,2025-04-13,
2260,1771,183,processing,2024-01-06,2024-01-18,
2261,557,712,cancelled,2023-12-10,2023-12-18,
2262,826,869,cancelled,2024-07-25,2024-08-08,
2263,761,758,cancelled,2023-07-13,2023-07-25,
2264,1055,444,cancelled,2024-02-20,2024-02-24,
2265,535,865,cancelled,2023-07-04,2023-07-14,
2266,426,623,cancelled,2023-12-10,2023-12-23,
2267,1418,6,processing,2025-03-30,2025-04-13,
2268,672,236,shipped,2023-11-12,2023-11-16,
2269,363,127,shipped,2025-04-23,2025-04-29,
2270,1461,104,cancelled,2024-03-10,2024-03-15,
2271,1694,749,shipped,2023-12-02,2023-12-13,
2272,1575,915,shipped,2024-07-17,2024-07-21,
2273,1951,480,processing,2025-01-04,2025-01-09,
2274,82,155,cancelled,2024-04-21,2024-04-30,
2275,356,257,cancelled,2025-01-04,2025-01-10,
2276,1282,235,shipped,2024-03-05,2024-03-13,
2277,1742,500,cancelled,2024-06-14,2024-06-19,
2278,589,289,cancelled,2024-04-23,2024-04-26,
2279,1548,510,cancelled,2024-10-04,2024-10-17,
2280,295,552,cancelled,2025-01-30,2025-02-07,
2281,1986,800,shipped,2023-10-31,2023-11-06,
2282,1248,709,delivered,2025-06-09,2025-06-13,2025-06-11
2283,1549,785,shipped,2024-07-10,2024-07-19,
2284,1070,894,processing,2024-07-01,2024-07-13,
2285,1691,776,delivered,2024-09-02,2024-09-16,2024-09-15
2286,1137,569,delivered,2024-09-30,2024-10-07,2024-10-09
2287,1257,298,delivered,2024-02-01,2024-02-09,2024-02-21
2288,17,610,shipped,2025-03-03,2025-03-11,
2289,360,137,processing,2024-11-24,2024-12-05,
2290,1247,376,shipped,2025-04-20,2025-05-04,
2291,866,87,processing,2025-06-22,2025-06-26,
2292,700,419,shipped,2024-01-04,2024-01-18,
2293,448,754,shipped,2023-08-24,2023-09-01,
2294,856,199,shipped,2024-10-15,2024-10-26,
2295,365,463,delivered,2023-09-16,2023-09-30,2023-09-28
2296,675,437,shipped,2025-05-11,2025-05-17,
2297,1008,310,processing,2023-06-25,2023-07-09,
2298,1350,596,processing,2025-04-17,2025-04-30,
2299,467,754,processing,2023-07-19,2023-07-27,
2300,414,281,delivered,2024-10-18,2024-10-27,2024-10-20
2301,1479,323,shipped,2023-08-02,2023-08-05,
2302,586,764,shipped,2025-04-20,2025-04-27,
2303,1257,702,cancelled,2023-07-03,2023-07-09,
2304,1248,951,delivered,2024-01-24,2024-02-05,2024-01-31
2305,994,942,processing,2025-06-16,2025-06-20,
2306,1855,152,processing,2023-06-25,2023-06-29,
2307,1436,994,shipped,2024-02-15,2024-02-19,
2308,572,302,processing,2024-06-04,2024-06-13,
2309,335,278,shipped,2024-04-16,2024-04-29,
2310,1246,651,shipped,2025-01-11,2025-01-24,
2311,37,688,cancelled,2024-09-08,2024-09-14,
2312,989,8,delivered,2023-10-26,2023-11-03,2023-11-05
2313,278,807,shipped,2023-09-08,2023-09-17,
2314,1220,235,shipped,2023-08-05,2023-08-16,
2315,916,675,shipped,2024-04-05,2024-04-18,
2316,1888,561,cancelled,2023-12-09,2023-12-13,
2317,484,302,shipped,2024-11-07,2024-11-19,
2318,1266,38,delivered,2023-11-20,2023-12-04,2023-11-23
2319,1348,136,delivered,2024-05-18,2024-05-29,2024-05-24
2320,731,822,processing,2025-01-21,2025-02-03,
2321,192,421,delivered,2025-05-05,2025-05-12,2025-05-20
2322,1041,219,processing,2024-04-09,2024-04-17,
2323,524,348,delivered,2023-08-23,2023-08-31,2023-09-10
2324,918,808,processing,2024-01-28,2024-02-10,
2325,401,546,shipped,2024-05-14,2024-05-19,
2326,1930,864,cancelled,2024-11-13,2024-11-26,
2327,886,79,cancelled,2023-07-12,2023-07-25,
2328,705,748,cancelled,2024-02-11,2024-02-23,
2329,22,895,shipped,2025-02-12,2025-02-21,
2330,474,273,cancelled,2023-07-22,2023-07-31,
2331,1144,161,delivered,2025-05-22,2025-06-01,2025-05-27
2332,210,687,processing,2023-09-26,2023-10-03,
2333,306,878,shipped,2024-02-14,2024-02-18,
2334,1294,308,cancelled,2023-10-13,2023-10-18,
2335,704,374,delivered,2024-01-15,2024-01-26,2024-01-19
2336,687,976,delivered,2024-06-13,2024-06-21,2024-06-30
2337,285,733,shipped,2025-06-16,2025-06-26,
2338,716,9,shipped,2025-06-18,2025-06-28,
2339,1700,801,cancelled,2025-05-14,2025-05-21,
2340,763,444,processing,2025-03-07,2025-03-10,
2341,1251,113,cancelled,2025-06-04,2025-06-12,
2342,948,989,cancelled,2023-11-30,2023-12-09,
2343,381,205,shipped,2023-09-26,2023-10-07,
2344,460,405,cancelled,2025-06-08,2025-06-12,
2345,1031,698,cancelled,2024-10-31,2024-11-14,
2346,29,853,processing,2025-01-23,2025-01-27,
2347,907,197,delivered,2024-12-05,2024-12-17,2024-12-21
2348,1057,778,delivered,2025-03-01,2025-03-04,2025-03-14
2349,1670,774,processing,2023-07-18,2023-07-25,
2350,879,760,delivered,2025-05-08,2025-05-12,2025-05-26
2351,79,115,cancelled,2025-06-17,2025-06-22,
2352,1952,121,processing,2025-06-17,2025-06-21,
2353,947,653,processing,2024-06-29,2024-07-12,
2354,459,65,shipped,2023-11-07,2023-11-13,
2355,570,276,delivered,2023-07-06,2023-07-19,2023-07-26
2356,1562,825,shipped,2023-09-20,2023-09-25,
2357,1506,239,cancelled,2023-08-30,2023-09-10,
2358,1454,302,processing,2025-01-07,2025-01-19,
2359,738,392,cancelled,2023-12-24,2024-01-07,
2360,1309,522,delivered,2024-06-12,2024-06-16,2024-06-17
2361,516,969,shipped,2025-04-30,2025-05-09,
2362,1123,369,delivered,2025-05-13,2025-05-26,2025-05-29
2363,397,233,cancelled,2024-09-17,2024-09-22,
2364,1513,195,shipped,2024-12-15,2024-12-27,
2365,39,907,delivered,2024-08-30,2024-09-09,2024-09-17
2366,1295,12,cancelled,2024-01-23,2024-01-29,
2367,887,906,delivered,2024-01-20,2024-01-26,2024-01-29
2368,797,921,processing,2023-07-12,2023-07-23,
2369,157,689,shipped,2024-12-21,2025-01-03,
2370,1099,177,shipped,2024-09-04,2024-09-09,
2371,884,217,shipped,2024-07-01,2024-07-10,
2372,1824,11,processing,2023-08-13,2023-08-16,
2373,1154,446,shipped,2025-01-13,2025-01-22,
2374,1711,630,processing,2024-12-13,2024-12-25,
2375,974,164,shipped,2023-10-22,2023-11-04,
2376,1108,551,delivered,2023-12-09,2023-12-13,2023-12-12
2377,1046,53,delivered,2023-08-14,2023-08-28,2023-09-01
2378,1483,218,delivered,2024-04-28,2024-05-06,2024-05-09
2379,1563,718,delivered,2024-12-02,2024-12-13,2024-12-18
2380,1731,999,processing,2024-04-13,2024-04-21,
2381,849,824,cancelled,2023-07-18,2023-07-23,
2382,1406,360,cancelled,2023-07-23,2023-07-26,
2383,748,385,delivered,2024-07-15,2024-07-29,2024-07-17
2384,1464,56,cancelled,2024-05-25,2024-06-08,
2385,1628,118,cancelled,2025-03-31,2025-04-06,
2386,989,900,shipped,2024-06-20,2024-06-26,
2387,21,253,processing,2024-05-10,2024-05-20,
